accession,correct,genus,strain_name,location,virus_name,isolation_source,host,isolation_date,lab_culture,wastewater_sewage,standardized_host,host_category,standardized_location,zoonotic,processing_method,gemini_annotated,is_segmented,segment_label,manual_update
MK540883.1,TRUE,Lyssavirus,PA.1989.1759R,USA: Pennsylvania,Lyssavirus rabies,,non-human,1989,FALSE,FALSE,Procyon lotor,Mammal,"Pennsylvania, USA",TRUE,ai,TRUE,FALSE,,
MT130100.1,TRUE,Deltapapillomavirus,NMS1,Egypt,Camelus dromedarius papillomavirus 3,,non-human,2018,FALSE,FALSE,Camelus dromedarius,Mammal,Egypt,FALSE,ai,TRUE,FALSE,,
KF712483.1,TRUE,Aquareovirus,109,China,Grass carp reovirus,,non-human,01-Sep-2010,FALSE,FALSE,Ctenopharyngodon idellus,Fish,"Unknown, China",FALSE,ai,TRUE,TRUE,9,
NC_075702.1,TRUE,Mardivirus,SB-1,USA,Gallid alphaherpesvirus 3,,non-human,14-Oct-1975,FALSE,FALSE,Gallus gallus,Avian,USA,TRUE,ai,TRUE,FALSE,,
MZ561694.1,TRUE,Orthoreovirus,Reo/SDWF/pheaseant/17608/20,China,Avian orthoreovirus,,non-human,08-Jun-2020,FALSE,FALSE,Phasianus colchicus,Avian,"Unknown, China",TRUE,ai,TRUE,TRUE,L1,
KP164869.1,TRUE,Alphavirus,25,Thailand,Chikungunya virus,,non-human,2009,FALSE,FALSE,,Other,Thailand,TRUE,ai,TRUE,FALSE,,
GU969309.1,TRUE,Thogotovirus,Dhori/1313/61,,Thogotovirus dhoriense,,non-human,,FALSE,FALSE,Unknown,Plant,Unknown,FALSE,ai,TRUE,TRUE,3,
NC_075488.1,TRUE,Aviadenovirus,KR5,,Fowl aviadenovirus C,,non-human,,FALSE,FALSE,bird,Avian,,TRUE,ai,TRUE,FALSE,,
KX036364.1,TRUE,Lyssavirus,RV1417-GRL-3-AF-2002,Greenland,Lyssavirus rabies,,non-human,01-Jan-2002,FALSE,FALSE,Vulpes lagopus,Mammal,Greenland,TRUE,ai,TRUE,FALSE,,
MF143386.2,TRUE,Lyssavirus,VT.2007.0496,"USA: Danville, Caledonia, VT",Lyssavirus rabies,,non-human,25-Apr-2007,FALSE,FALSE,Procyon lotor,Mammal,"Danville, USA",TRUE,ai,TRUE,FALSE,,
KX547552.1,TRUE,Orthoflavivirus,WNV-1/Cyanocitta cristata /USA/10VER00219/2010,"USA: Kings Co., NY",West Nile virus,,non-human,16-Sep-2010,TRUE,FALSE,Cyanocitta cristata,Avian,"Kings Co, USA",TRUE,ai,TRUE,FALSE,,
PP841942.1,TRUE,Cardiovirus,BCCO_50_0517,,Encephalomyocarditis virus,,non-human,,FALSE,FALSE,Unknown,Other,Unknown,TRUE,ai,TRUE,FALSE,,
MW874083.1,TRUE,Coltivirus,Heverlee,Belgium,Eyach virus,,non-human,15-Jun-2017,FALSE,FALSE,Ixodes ricinus,Insect,"Unknown, Belgium",TRUE,ai,TRUE,TRUE,3,
NC_006507.1,TRUE,Thogotovirus,SiAr 126,,Thogotovirus thogotoense,,non-human,,FALSE,FALSE,Ixodida,Insect,,TRUE,ai,TRUE,TRUE,5,
MK540712.1,TRUE,Lyssavirus,NY.2004.6127S,USA: New York,Lyssavirus rabies,,non-human,2004,FALSE,FALSE,skunk,Mammal,"New York, USA",TRUE,ai,TRUE,FALSE,,
KX000160.1,TRUE,Alphavirus,EEEV/Culiseta melanura/USA/ARB14MS370618/2014,"USA: Oswego, NY",Eastern equine encephalitis virus,,non-human,01-Sep-2014,TRUE,FALSE,Culiseta melanura,Insect,"Oswego, USA",TRUE,ai,TRUE,FALSE,,
KT203766.1,TRUE,Gammapolyomavirus,PL1220B,Poland,Gammapolyomavirus avis,,non-human,2010,FALSE,FALSE,Psittacula krameri,Avian,Poland,FALSE,ai,TRUE,FALSE,,
NC_076472.1,TRUE,Cytorhabdovirus,Gob. Virasoro,Argentina,Yerba mate virus A,,non-human,Oct-2017,FALSE,FALSE,Ilex paraguariensis,Plant,"null, Argentina",FALSE,ai,TRUE,FALSE,,
KJ438781.1,TRUE,Orthoflavivirus,V86,Germany,Usutu virus,,non-human,2011,FALSE,FALSE,Turdus merula,Avian,Germany,TRUE,ai,TRUE,FALSE,,
OL774554.1,TRUE,Cypovirus,DsCPV-1,Russia,Cypovirus 1,,non-human,,FALSE,FALSE,Dendrolimus sibiricus,Insect,"Unknown, Russia",FALSE,ai,TRUE,TRUE,3,
MG562533.1,TRUE,Lyssavirus,NY.2003.7990,USA,Lyssavirus rabies,,non-human,2003,FALSE,FALSE,raccoon,Mammal,USA,TRUE,ai,TRUE,FALSE,,
NC_052680.1,TRUE,Quaranjavirus,Ib An 38918,Nigeria,Lake Chad virus,,non-human,1969,FALSE,FALSE,Ploceus vitellinus,Avian,Nigeria,TRUE,ai,TRUE,TRUE,1,
EF205199.1,TRUE,Alphainfluenzavirus,A/goose/Krasnoozerskoe/627/05,,Influenza A virus (A/goose/Krasnoozerskoye/627/2005(H5N1)),,non-human,,FALSE,FALSE,Anser anser,Avian,,TRUE,ai,TRUE,TRUE,2,
MG672478.1,FALSE,Enterovirus,NER-13-194,Niger,Enterovirus A71,,non-human,,FALSE,FALSE,Unknown,Other,"Unknown, Niger",FALSE,ai,TRUE,FALSE,,
OL456208.1,TRUE,Aviadenovirus,SD2009,China,Fowl adenovirus 8b,,non-human,Sep-2020,FALSE,FALSE,Gallus gallus,Avian,China,TRUE,ai,TRUE,FALSE,,
KX547556.1,TRUE,Orthoflavivirus,WNV-1/Culiseta sp./USA/12370596/2012,"USA: Oswego Co., NY",West Nile virus,,non-human,06-Sep-2012,TRUE,FALSE,Culiseta sp.,Insect,"Oswego, USA",TRUE,ai,TRUE,FALSE,,
JX645046.1,TRUE,Ambidensovirus,IAF,Canada,Pseudoplusia includens densovirus,,non-human,1985,FALSE,FALSE,Pseudoplusia includens,Insect,"Unknown, Canada",FALSE,ai,TRUE,FALSE,,
OP037823.1,TRUE,Orthoflavivirus,LEIV-5530,,Powassan virus,,non-human,,FALSE,FALSE,Ixodida,Insect,,TRUE,ai,TRUE,FALSE,,
MW279845.1,TRUE,Orthoreovirus,PRV-1 NOR-1997-V4105,Norway,Piscine orthoreovirus,,non-human,1997,FALSE,FALSE,Salmo salar,Fish,Norway,FALSE,ai,TRUE,TRUE,L3,
MK540750.1,TRUE,Lyssavirus,NY.2011.0329R,USA: New York,Lyssavirus rabies,,non-human,2011,FALSE,FALSE,Procyon lotor,Mammal,"New York, USA",TRUE,ai,TRUE,FALSE,,
GQ294469.1,TRUE,Cypovirus,Suzhou,China,Bombyx mori cypovirus 1,,non-human,1986,FALSE,FALSE,Bombyx mori,Insect,"Unknown, China",FALSE,ai,TRUE,TRUE,6,
ON024101.1,TRUE,Pestivirus,PPeV/BIME5/P141T/pangolin/2018,China,Pangolin pestivirus,,non-human,2018,FALSE,FALSE,Manis javanica,Mammal,"Unknown, China",TRUE,ai,TRUE,FALSE,,
NC_012544.1,TRUE,Phytoreovirus,Fillmore,USA,Homalodisca vitripennis reovirus,,non-human,Oct-2006,FALSE,FALSE,Homalodisca vitripennis,Insect,,FALSE,ai,TRUE,TRUE,10,
MT240826.1,TRUE,Almendravirus,GD18005,China,Menghai virus,,non-human,16-Apr-2018,FALSE,FALSE,Midges,Insect,China,FALSE,ai,TRUE,FALSE,,
MN585125.1,TRUE,Quaranjavirus,LBJ,New Zealand,Quaranjavirus johnstonense,,non-human,1972,FALSE,FALSE,Ornithodoros capensis,Other,,FALSE,ai,TRUE,TRUE,5,
KX000181.1,TRUE,Alphavirus,EEEV/Coquillettidia perturbans/USA/ARB10MS370362/2014,"USA: Oswego, NY",Eastern equine encephalitis virus,,non-human,06-Aug-2014,TRUE,FALSE,Coquillettidia perturbans,Insect,"Oswego, USA",TRUE,ai,TRUE,FALSE,,
MF143392.2,TRUE,Lyssavirus,VT.2009.0036,"USA: Fairfax, Franklin, VT",Lyssavirus rabies,,non-human,20-Jul-2009,FALSE,FALSE,Mephitidae,Mammal,"Fairfax, Franklin, VT, USA",TRUE,ai,TRUE,FALSE,,
LN849915.1,TRUE,Lyssavirus,31225,Ghana:Kumasi,Lyssavirus lagos,,non-human,,FALSE,FALSE,Eidolon helvum,Mammal,"Kumasi, Ghana",TRUE,ai,TRUE,FALSE,,
NC_038519.1,TRUE,Dyotaupapillomavirus,TT20F,Hong Kong,Miniopterus schreibersii papillomavirus 1,,non-human,29-Dec-2006,FALSE,FALSE,Miniopterus schreibersii,Mammal,"Hong Kong, China",FALSE,ai,TRUE,FALSE,,
DQ997383.1,TRUE,Alphainfluenzavirus,A/chicken/Jilin/hf/2002,China,Influenza A virus (A/chicken/Jilin/hf/2002(H5N1)),,non-human,,FALSE,FALSE,Gallus gallus,Avian,China,TRUE,ai,TRUE,TRUE,1,
KY688143.1,TRUE,Lyssavirus,RV2482,United Kingdom,European bat lyssavirus 2,,non-human,2009,FALSE,FALSE,Myotis daubentonii,Mammal,United Kingdom,TRUE,ai,TRUE,FALSE,,
JF957177.1,TRUE,Orthoflavivirus,BSL6-09,USA: NV,West Nile virus,,non-human,2009,FALSE,FALSE,,,"NV, USA",TRUE,ai,TRUE,FALSE,,
LR743457.1,TRUE,Orthoflavivirus,ED-I-208_19,,West Nile virus,,non-human,,FALSE,FALSE,,Other,,TRUE,ai,TRUE,FALSE,,
MN885654.1,TRUE,Isavirus,ISAV_752,,Isavirus salaris,,non-human,,FALSE,FALSE,,Fish,"null, null",FALSE,ai,TRUE,TRUE,8,
KF812526.1,TRUE,Dichorhavirus,Lavras,,Coffee ringspot virus,,non-human,,FALSE,FALSE,,Other," , ",FALSE,ai,TRUE,TRUE,RNA2,
MW279868.1,TRUE,Orthoreovirus,PRV-1 NOR-1988-V4105,Norway,Piscine orthoreovirus,,non-human,1988,FALSE,FALSE,Salmo salar,Fish,Norway,FALSE,ai,TRUE,TRUE,S2,
JN381867.1,FALSE,Orthoflavivirus,Fj0276,,Japanese encephalitis virus,,non-human,,FALSE,FALSE,,,,TRUE,ai,TRUE,FALSE,,
MT458223.1,TRUE,Protoparvovirus,CHLguigna,Chile,Protoparvovirus carnivoran1,,non-human,2015,FALSE,FALSE,Leopardus guigna,Mammal,"null, Chile",TRUE,ai,TRUE,FALSE,,
JF792424.1,TRUE,Novirhabdovirus,KJ2008,South Korea,Viral hemorrhagic septicemia virus,,non-human,2008,FALSE,FALSE,Paralichthys olivaceus,Fish,"Unknown, South Korea",FALSE,ai,TRUE,FALSE,,
MN872813.1,TRUE,Cytorhabdovirus,SWU,China,paper mulberry mosaic associated virus,,non-human,21-Jun-2019,FALSE,FALSE,Broussonetia papyrifera,Plant,China,FALSE,ai,TRUE,FALSE,,
OM650310.1,TRUE,Orthomyxoviridae,CREA/HhOlV1,Italy,Halyomorpha halys orthomyxo-like virus 1,,non-human,2019,FALSE,FALSE,Halyomorpha halys,Insect,"Unknown, Italy",FALSE,ai,TRUE,TRUE,RNA1,
LN713596.1,TRUE,Lyssavirus,sadBatch806_2_var06,,Lyssavirus rabies,,non-human,,FALSE,FALSE,Cell Culture,Other,"Unknown, Unknown",FALSE,ai,TRUE,FALSE,,
KY426751.1,TRUE,Orthoflavivirus,V461,Germany,Usutu virus,,non-human,01-Sep-2015,FALSE,FALSE,Turdus pilaris,Avian,,FALSE,ai,TRUE,FALSE,,
MF143378.2,TRUE,Lyssavirus,VT.2007.0084,"USA: Burlington, Chittenden, VT",Lyssavirus rabies,,non-human,20-Jul-2007,FALSE,FALSE,Mephitis mephitis,Mammal,"Burlington, USA",TRUE,ai,TRUE,FALSE,,
MG562598.1,TRUE,Lyssavirus,VT.2009.0346,USA,Lyssavirus rabies,,non-human,2009,FALSE,FALSE,Procyon lotor,Mammal,"null, USA",TRUE,ai,TRUE,FALSE,,
NC_030296.1,TRUE,Diciambidensovirus,,Taiwan,Diaphorina citri densovirus,,non-human,Jun-2015,FALSE,FALSE,Diaphorina citri,Insect,"Unknown, Taiwan",FALSE,ai,TRUE,FALSE,,
NC_034381.1,TRUE,Mischivirus,,China,mischivirus A1,,non-human,Dec-2010,FALSE,FALSE,Miniopterus schreibersii,Mammal,"Unknown, China",TRUE,ai,TRUE,FALSE,,
OP947882.1,TRUE,Orthoflavivirus,331,Brazil,Ilheus virus,,non-human,1953,FALSE,FALSE,Aedes,Insect,"Brazil, Brazil",TRUE,ai,TRUE,FALSE,,
LN713546.1,TRUE,Lyssavirus,sadB19Behr_5_var01,,Lyssavirus rabies,,non-human,,FALSE,FALSE,,Other,,TRUE,ai,TRUE,FALSE,,
ON024138.1,TRUE,Protoparvovirus,PPrV/P151T/pangolin/2018,China,Pangolin protoparvovirus,,non-human,2018,FALSE,FALSE,Manis javanica,Mammal,China,TRUE,ai,TRUE,FALSE,,
GU117624.1,TRUE,Upsilonpapillomavirus,,United Kingdom,Lagenorhynchus acutus papillomavirus,,non-human,Jan-2002,FALSE,FALSE,Lagenorhynchus acutus,Mammal,"null, United Kingdom",FALSE,ai,TRUE,FALSE,,
NC_034245.1,TRUE,Aphthovirus,SD-1,USA,Bovine rhinovirus 1,,non-human,,FALSE,FALSE,Bos taurus,Mammal,"Unknown, USA",TRUE,ai,TRUE,FALSE,,
DQ997524.1,TRUE,Alphainfluenzavirus,A/goose/Guangdong/xb/2001,China,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),,non-human,,FALSE,FALSE,Anser anser,Avian,China,TRUE,ai,TRUE,TRUE,5,
AF045551.2,TRUE,Orthoflavivirus,K94P05,,Japanese encephalitis virus,,non-human,,FALSE,FALSE,,,,TRUE,ai,TRUE,FALSE,,
KY026423.1,TRUE,Lyssavirus,raccoon,Canada,Lyssavirus rabies,,non-human,17-Sep-1999,FALSE,FALSE,Procyon lotor,Mammal," , Canada",TRUE,ai,TRUE,FALSE,,
MF143399.2,TRUE,Lyssavirus,VT.2009.0164,"USA: Franklin, Franklin, VT",Lyssavirus rabies,,non-human,05-Nov-2009,FALSE,FALSE,Procyon lotor,Mammal,"Franklin, USA",TRUE,ai,TRUE,FALSE,,
AY609312.1,TRUE,Alphainfluenzavirus,A/Chicken/Guangdong/174/04,China,Influenza A virus (A/chicken/Guangdong/174/04(H5N1)),,non-human,,FALSE,FALSE,Gallus gallus domesticus,Avian,"null, China",TRUE,ai,TRUE,TRUE,4,
NC_055241.1,TRUE,Coltivirus,MCL-13-T-316,"India: Kundal village, Ahmedabad state",Kundal virus,,non-human,2013,FALSE,FALSE,Unknown,Other,"Kundal village, India",TRUE,ai,TRUE,TRUE,9,
ON024113.1,TRUE,Pestivirus,PPeV/BIME9/P191T/pangolin/2018,China,Pangolin pestivirus,,non-human,2018,FALSE,FALSE,,Mammal,China,TRUE,ai,TRUE,FALSE,,
M15953.1,TRUE,Deltapapillomavirus,,,Alces alces papillomavirus 1,,non-human,,FALSE,FALSE,Alces alces,Mammal,,FALSE,ai,TRUE,FALSE,,
NC_055250.1,TRUE,Coltivirus,MCL-13-T-316,"India: Kundal village, Ahmedabad state",Kundal virus,,non-human,2013,FALSE,FALSE,Unknown,Other,"Kundal village, India",TRUE,ai,TRUE,TRUE,5,
LT839642.1,TRUE,Lyssavirus,39068,,Lyssavirus bokeloh,,non-human,,FALSE,FALSE,,,,TRUE,ai,TRUE,FALSE,,
GU270877.1,TRUE,Pestivirus,H2121 (Chamois-1),Andorra,Border disease virus,,non-human,Aug-2002,FALSE,FALSE,Rupicapra rupicapra,Mammal,Andorra,TRUE,ai,TRUE,FALSE,,
DQ997132.1,TRUE,Alphainfluenzavirus,A/chicken/Hubei/wl/1997,China,Influenza A virus (A/chicken/Hubei/wl/1997(H5N1)),,non-human,,FALSE,FALSE,Gallus gallus domesticus,Avian,China,TRUE,ai,TRUE,TRUE,1,
KX547565.1,TRUE,Orthoflavivirus,WNV-1/Culiseta sp./USA/13330653/2013,"USA: Onondaga Co., NY",West Nile virus,,non-human,24-Sep-2013,TRUE,FALSE,Culiseta,Insect,"Onondaga Co., USA",TRUE,ai,TRUE,FALSE,,
NC_003690.1,TRUE,Orthoflavivirus,TP21,,Langat virus,,non-human,,FALSE,FALSE,,Other,,TRUE,ai,TRUE,FALSE,,
NC_015878.1,TRUE,Orthoreovirus,,USA,Baboon orthoreovirus,,non-human,Nov-1993,FALSE,FALSE,Papio cynocephalus,Mammal,"Unknown, USA",FALSE,ai,TRUE,TRUE,L2,
EU329179.1,TRUE,Alphainfluenzavirus,A/wild duck/Hunan/021/2005,China,Influenza A virus (A/wild duck/Hunan/021/2005(H5N1)),,non-human,,FALSE,FALSE,Anseriformes,Avian,China,TRUE,ai,TRUE,TRUE,6,
MN784692.1,TRUE,Iltovirus,vBC_112219,USA,Gallid alphaherpesvirus 1,,non-human,,FALSE,FALSE,Gallus gallus,Avian,,FALSE,ai,TRUE,FALSE,,
OR036991.1,TRUE,Mogiana tick virus,21GZ1,China: Guizhou,Jingmen tick virus,,non-human,2021,FALSE,FALSE,Rhipicephalus microplus,Insect,"Guizhou, China",FALSE,ai,TRUE,TRUE,2,
EU143844.1,TRUE,Avastrovirus,TAstV/CA/00,,Turkey astrovirus,,non-human,,FALSE,FALSE,Aves,Avian,,FALSE,ai,TRUE,FALSE,,
MW365447.1,TRUE,Pegivirus,FV2,China: Sichuan,Goose pegivirus 2,,non-human,2016,FALSE,FALSE,Anser cygnoides,Avian,"Sichuan, China",FALSE,ai,TRUE,FALSE,,
NC_004209.1,TRUE,Seadornavirus,JKT-7075,,Kadipiro virus,,non-human,,FALSE,FALSE,Unknown,Other,"Unknown, Unknown",FALSE,ai,TRUE,TRUE,7,
JQ423906.1,TRUE,Rotavirus,N5,China,Lapine rotavirus,,non-human,1992,FALSE,FALSE,Oryctolagus cuniculus,Mammal,"null, China",TRUE,ai,TRUE,TRUE,6,
KJ469570.1,TRUE,Alphavirus,EEEV/Coquillettidia/USA/5467/2001,USA: Connecticut,Eastern equine encephalitis virus,,non-human,2001,FALSE,FALSE,Coquillettidia,Insect,"Connecticut, USA",TRUE,ai,TRUE,FALSE,,
KC790377.1,TRUE,Orthohepadnavirus,HBHBV/GB09-403/Rhi_alc/GAB/2009,Gabon,Horseshoe bat hepatitis B virus,,non-human,2009,FALSE,FALSE,Rhinolophus alcyone,Mammal,Gabon,TRUE,ai,TRUE,FALSE,,
MK540677.1,TRUE,Lyssavirus,NY.1990.5182R,USA: New York,Lyssavirus rabies,,non-human,1990,FALSE,FALSE,Procyon lotor,Mammal,"New York, USA",TRUE,ai,TRUE,FALSE,,
KY688155.1,TRUE,Lyssavirus,RV3370,United Kingdom,European bat lyssavirus 2,,non-human,2016,FALSE,FALSE,Myotis daubentonii,Mammal,"United Kingdom, United Kingdom",TRUE,ai,TRUE,FALSE,,
ON059873.1,TRUE,Rotavirus,P022T/pangolin/2018,,Rotavirus A,,non-human,2018,FALSE,FALSE,,Mammal,,FALSE,ai,TRUE,TRUE,6,
MN128700.1,TRUE,Orthoflavivirus,UK-Thetford Forest 2018,United Kingdom,Tick-borne encephalitis virus,,non-human,2018,FALSE,FALSE,Ixodes ricinus,Insect,United Kingdom,TRUE,ai,TRUE,FALSE,,
EF205162.1,TRUE,Alphainfluenzavirus,A/chicken/Omsk/14/05,,Influenza A virus (A/chicken/Omsk/14/05(H5N1)),,non-human,,FALSE,FALSE,Gallus gallus domesticus,Avian,,TRUE,ai,TRUE,TRUE,7,
NC_052682.1,TRUE,Quaranjavirus,Ib An 38918,Nigeria,Lake Chad virus,,non-human,1969,FALSE,FALSE,Ploceus vitellinus,Avian,Nigeria,FALSE,ai,TRUE,TRUE,3,
ON986443.1,TRUE,Lyssavirus,18_341,"USA: Fairfield,CT",Lyssavirus rabies,,non-human,21-Feb-2018,FALSE,FALSE,Procyon lotor,Mammal,"Fairfield, USA",TRUE,ai,TRUE,FALSE,,
MT770843.1,TRUE,Amdoparvovirus,WM9,Canada: Newfoundland,Aleutian mink disease parvovirus,,non-human,2016,FALSE,FALSE,Neovison vison,Mammal,"Newfoundland, Canada",TRUE,ai,TRUE,FALSE,,
KM576891.1,TRUE,Fijivirus,Quang Tri 1,Viet Nam: Quang Tri,Southern rice black-streaked dwarf virus,,non-human,05-Sep-2011,FALSE,FALSE,plant,Plant,"Quang Tri, Viet Nam",FALSE,ai,TRUE,TRUE,S9,
JF911700.1,TRUE,Vesiculovirus,,Serbia,Vesiculovirus bogdanovac,,non-human,,TRUE,FALSE,,Other,Serbia,FALSE,ai,TRUE,FALSE,,
KP144330.1,TRUE,Mastadenovirus,CSPAdV-3,Antarctica,unidentified adenovirus,,non-human,2010,FALSE,FALSE,Pygoscelis antarctica,Avian,Antarctica,FALSE,ai,TRUE,FALSE,,
KM594042.1,TRUE,Lyssavirus,IP 2991/13,Brazil,Lyssavirus rabies,,non-human,2013,FALSE,FALSE,Desmodus rotundus,Mammal,,TRUE,ai,TRUE,FALSE,,
OM640109.1,TRUE,Chaphamaparvovirus,CY56,Canada: Newfoundland,Chaphamaparvovirus carnivoran1,,non-human,2014,FALSE,FALSE,Canis latrans,Mammal,"Newfoundland, Canada",FALSE,ai,TRUE,FALSE,,
AB425339.1,FALSE,Hepatovirus,KRM003,Japan:Fukuoka,Hepatovirus A,,non-human,1979,TRUE,FALSE,,Other,"Fukuoka, Japan",TRUE,ai,TRUE,FALSE,,
NC_010743.1,TRUE,Mycoreovirus,Cryphonectria parasitica mycoreovirus-1 (9B21),,Mycoreovirus 1,,non-human,,FALSE,FALSE,Cryphonectria parasitica,Fungi,,FALSE,ai,TRUE,TRUE,1,
KR862311.1,TRUE,Pegivirus,VSAC1003,South Africa,GB virus C,,non-human,2010,FALSE,FALSE,Chlorocebus,Mammal,"Unknown, South Africa",TRUE,ai,TRUE,FALSE,,
PP945256.1,TRUE,Rhabdoviridae,China-NX128,China:Ningxia,Guyuan Rhabd tick virus 1,,non-human,2022,FALSE,FALSE,Haemaphysalis qinghaiensis,Insect,"Ningxia, China",TRUE,ai,TRUE,FALSE,,
LT993237.1,TRUE,Lyssavirus,LAT/2015/brain1,,Lyssavirus rabies,,non-human,,FALSE,FALSE,,Other,,TRUE,ai,TRUE,FALSE,,
MT134276.1,TRUE,Orthohepadnavirus,donkey15,Germany,Equine hepatitis B virus,,non-human,2008-03-07,FALSE,FALSE,Equus asinus,Mammal,,TRUE,ai,TRUE,FALSE,,
EU616740.1,TRUE,Orthoreovirus,C-98,China,Avian orthoreovirus,,non-human,,FALSE,FALSE,,Avian,,FALSE,ai,TRUE,TRUE,M1,
MT774253.1,TRUE,Quaranjavirus,Ib An 38918,Nigeria,Lake Chad virus,,non-human,1969,FALSE,FALSE,Ploceus vitellinus,Avian,"Unknown, Nigeria",TRUE,ai,TRUE,TRUE,1,
MG562590.1,TRUE,Lyssavirus,VT.2008.0536,USA,Lyssavirus rabies,,non-human,2008,FALSE,FALSE,Procyon lotor,Mammal,USA,TRUE,ai,TRUE,FALSE,,
DQ411033.1,TRUE,Orthoflavivirus,Ast02-3-165,Russia,West Nile virus,,non-human,,FALSE,FALSE,Phalacrocorax carbo,Avian,,TRUE,ai,TRUE,FALSE,,
MF143245.2,TRUE,Lyssavirus,NB.2015.0270,"Canada: Waweig, Charlotte, NB",Lyssavirus rabies,,non-human,14-Apr-2015,FALSE,FALSE,Procyon lotor,Mammal,"Waweig, Canada",TRUE,ai,TRUE,FALSE,,
KJ438740.1,TRUE,Orthoflavivirus,V52,Germany,Usutu virus,,non-human,2011,FALSE,FALSE,Turdus merula,Avian,Germany,TRUE,ai,TRUE,FALSE,,
JQ423904.1,TRUE,Rotavirus,N5,China,Lapine rotavirus,,non-human,1992,FALSE,FALSE,Oryctolagus cuniculus,Mammal,"null, China",TRUE,ai,TRUE,TRUE,3,
MW795715.1,TRUE,Cytorhabdovirus,CN,China,Cytorhabdovirus fragariae,,non-human,Aug-2020,FALSE,FALSE,Fragaria x ananassa,Plant,China,FALSE,ai,TRUE,FALSE,,
M20036.1,TRUE,Amdoparvovirus,ADV-G,,Aleutian mink disease parvovirus,,non-human,,FALSE,FALSE,Neovison vison,Mammal,"Unknown, Unknown",TRUE,ai,TRUE,FALSE,,
MK540918.1,TRUE,Lyssavirus,ON.1996.2916SSK,Canada: Ontario,Lyssavirus rabies,,non-human,1996,FALSE,FALSE,Mephitis mephitis,Mammal,"Ontario, Canada",TRUE,ai,TRUE,FALSE,,
KY026475.1,TRUE,Lyssavirus,raccoon,Canada,Lyssavirus rabies,,non-human,31-Aug-2004,FALSE,FALSE,Procyon lotor,Mammal,,TRUE,ai,TRUE,FALSE,,
LC269979.1,TRUE,Polyomaviridae,SUB13#23,"Zambia:Lusaka, Leopard's Hill Cave",Rhinolophus simulator polyomavirus 2,,non-human,2013,FALSE,FALSE,Rhinolophus simulator,Mammal,"Lusaka, Zambia",TRUE,ai,TRUE,FALSE,,
LN713587.1,TRUE,Lyssavirus,sadBatch806_1_var01,,Lyssavirus rabies,,non-human,,FALSE,FALSE,cell culture,Other,,FALSE,ai,TRUE,FALSE,,
OQ230288.1,TRUE,Gammapolyomavirus,20AD031,South Korea,Gammapolyomavirus avis,,non-human,2020,FALSE,FALSE,Eclectus roratus,Avian,"South Korea, South Korea",FALSE,ai,TRUE,FALSE,,
MH036942.1,TRUE,Varicellovirus,Anlier,,Cervid alphaherpesvirus 1,,non-human,,FALSE,FALSE,Cervus elaphus,Mammal," , ",FALSE,ai,TRUE,FALSE,,
EF492361.1,TRUE,Alphainfluenzavirus,A/chicken/Israel/1304/2003,,Influenza A virus (A/chicken/Israel/1304/2003(H9N2)),,non-human,,FALSE,FALSE,Gallus gallus domesticus,Avian,"null, null",TRUE,ai,TRUE,FALSE,,
JX174441.1,TRUE,Deltapapillomavirus,QH-5,China: Qinghai-Tibetan Plateau,Bos grunniens papillomavirus 1,,non-human,Jul-2011,FALSE,FALSE,Bos grunniens,Mammal,"Qinghai-Tibetan Plateau, China",FALSE,ai,TRUE,FALSE,,
KX547291.1,TRUE,Orthoflavivirus,WNV-1/Culiseta sp./USA/12330489/2012,"USA: Onondaga Co., NY",West Nile virus,,non-human,14-Aug-2012,TRUE,FALSE,Culiseta,Insect,"Onondaga Co., USA",TRUE,ai,TRUE,FALSE,,
KY468406.1,TRUE,Atadenovirus,Ad16_Elk,USA,Odocoileus adenovirus 1,,non-human,Feb-2016,FALSE,FALSE,Cervus elaphus,Mammal,"Unknown, USA",FALSE,ai,TRUE,FALSE,,
NC_038534.1,TRUE,Aveparvovirus,260,USA,Turkey parvovirus 260,,non-human,,FALSE,FALSE,Unknown,Avian,"Unknown, USA",FALSE,ai,TRUE,FALSE,,
EF205186.1,TRUE,Alphainfluenzavirus,A/turkey/Suzdalka/12/05,,Influenza A virus (A/turkey/Suzdalka/12/05(H5N1)),,non-human,,FALSE,FALSE,Meleagris gallopavo,Avian,,TRUE,ai,TRUE,TRUE,8,
